mode,threads,median_seconds,mean_seconds,speedup,efficiency
sequential,1,0.01050397352,0.010530251792,1.0,1.0
openmp,1,0.01129145617,0.011064962736,0.9302585390100309,0.9302585390100309
openmp,2,0.00850030304,0.008543854830000001,1.2357175350774317,0.6178587675387158
openmp,4,0.00845059243,0.00848532245,1.2429866434819883,0.31074666087049707
