timestamp,benchmark,threads,mean_seconds,median_seconds,std_dev,min_seconds,max_seconds,scaling_speedup,speedup_vs_sequential,efficiency_vs_sequential
2026-09-02T14:17:19.490339,gemm,1,0.6366784,0.637526,0.013332922149326444,0.61387,0.655547,1.0,0.9448602880509972,0.9448602880509972
2026-09-02T14:17:19.490383,gemm,2,0.366459,0.366094,0.00598175522735593,0.359701,0.375861,1.7414270651799812,1.6454052784257598,0.8227026392128799
2026-09-02T14:17:19.490415,gemm,4,0.2659312,0.280907,0.02291793555624066,0.23273,0.290359,2.269526925281321,2.1443858643608027,0.5360964660902007
