timestamp,threads,mean_seconds,median_seconds,std_dev,min_seconds,max_seconds,speedup,efficiency
2026-09-01T15:27:14.199938,1,0.6242944,0.618118,0.017405730971148527,0.602755,0.647044,1.0,1.0
2026-09-01T15:27:14.200009,2,0.3458546,0.346901,0.011681590826595499,0.329646,0.362204,1.7818282449459641,0.8909141224729821
2026-09-01T15:27:14.200031,4,0.2090144,0.204811,0.009410377709741513,0.195997,0.220418,3.0179921976846944,0.7544980494211736
