timestamp,benchmark,version,threads,mean_seconds,median_seconds,std_dev,min_seconds,max_seconds,scaling_speedup,speedup_vs_sequential,efficiency_vs_sequential
2026-09-02T14:41:15.199249,jacobi-2d,sequential,1,2.582032,2.579259,0.009855524805914773,2.573732,2.60076,1.0,1.0,1.0
2026-09-02T14:41:15.199272,jacobi-2d,openmp,1,2.5989418,2.599964,0.010532759589015618,2.580505,2.609455,1.0,0.9920364281966981,0.9920364281966981
2026-09-02T14:41:15.199285,jacobi-2d,openmp,2,2.1727886,2.163899,0.014252087266081454,2.158817,2.193806,1.201518185460597,1.1919498091177085,0.5959749045588543
2026-09-02T14:41:15.199297,jacobi-2d,openmp,4,2.3834756,2.341422,0.08124341767207968,2.320513,2.541943,1.1104209322369056,1.1015780154111474,0.27539450385278685
2026-09-04T13:27:55.746439,jacobi-2d,exact,sequential,1,2.5359472,2.522456,0.026728099965392157,2.515883,2.587624,1.0,1.0,1.0
2026-09-04T13:27:55.746439,jacobi-2d,exact,openmp,1,2.5243748,2.523724,0.007146027579011852,2.513879,2.535846,1.0,0.9994975678798473,0.9994975678798473
2026-09-04T13:27:55.746439,jacobi-2d,exact,openmp,2,2.141838,2.120876,0.030202123077691052,2.115619,2.184615,1.1899441551509848,1.1893462889862492,0.5946731444931246
2026-09-04T13:27:55.746439,jacobi-2d,exact,openmp,4,2.2232864,2.242932,0.056465541331328944,2.150123,2.303202,1.1251897070441725,1.1246243755940883,0.2811560938985221
