timestamp,benchmark,threads,mean_seconds,median_seconds,std_dev,min_seconds,max_seconds,scaling_speedup,speedup_vs_sequential,efficiency_vs_sequential
2026-09-02T14:21:36.231501,covariance,1,12.1419874,12.130037,0.05976494382027004,12.076908,12.250025,1.0,1.003957668059875,1.003957668059875
2026-09-02T14:21:36.231550,covariance,2,9.4792978,9.451799,0.08508754063762798,9.392726,9.628459,1.2833574857019283,1.2884365886324922,0.6442182943162461
2026-09-02T14:21:36.231575,covariance,4,5.6173756,5.605797,0.057401566663637424,5.528732,5.68633,2.1638380769050323,2.1724018297487406,0.5431004574371852
