timestamp,threads,mean_seconds,median_seconds,std_dev,min_seconds,max_seconds,scaling_speedup,speedup_vs_sequential,efficiency_vs_sequential
2026-09-02T14:10:48.055476,1,12.0683458,12.075742,0.014685680078225408,12.046919,12.084482,1.0,1.0084716665857882,1.0084716665857882
2026-09-02T14:10:48.055526,2,9.4073242,9.407531,0.015688099571331538,9.386275,9.434437,1.2836250021392435,1.294499445178549,0.6472497225892745
2026-09-02T14:10:48.055549,4,5.5742882,5.562029,0.01671708997882109,5.558072,5.595305,2.1711037464925123,2.1894966135559524,0.5473741533889881
